sku,name,vendor,product_type,price,description,tags,url
"""",Viltrox MF 56mm T1.5 Cine Lens M4/3 Mount,Viltrox,Ống kính điện ảnh,$415.00,"Dòng ống kính điện ảnh ngàm M43 của Viltrox có cùng kích thước, đường kính ống kính, vòng lấy nét và vị trí vòng khẩu độ, giúp chúng tương thích với nhiều phụ kiện khác nhau. Chúng được trang bị khẩu độ lớn T1.5 cho các tình huống thiếu sáng, mang lại chất điện ảnh với độ sắc nét cao và độ méo tối thiểu.","Cine Series, M4/3, MFT-mount, Spherical",https://viltrox.com/products/viltrox-mf-56mm-t1-5-cine-lens-m4-3-mount
"""",Viltrox EPIC 25mm T2.0 1.33X PL Full-Frame Anamorphic Cine Lens,Viltrox,Ống kính điện ảnh,$3999.00,Khẩu độ cố định T2.0. Tỷ lệ nén cố định 1.33X: đảm bảo biến dạng hình ảnh nhất quán từ xa đến gần. Hiệu ứng bokeh đẹp và các đốm sáng hình oval được thể hiện sống động. Phần đầu trước tương thích với matte box 95mm. Độ bão hòa màu: khôi phục màu sắc nguyên bản theo phong cách retro. Hiệu năng quang học nhất quán: thiết kế đặc tính đồng đều và vị trí bánh răng.,PL-mount,https://viltrox.com/products/viltrox-epic-anamorphic-25mm-t2-0-1-33x-cine-lens-pl-e-l-mount
"""",Viltrox EPIC 100mm T2.0 1.33X PL Full-Frame Anamorphic Cine Lens,Viltrox,Ống kính điện ảnh,$3999.00,Khẩu độ cố định T2.0. Tỷ lệ nén cố định 1.33X: đảm bảo độ méo hình ảnh nhất quán từ xa đến gần. Bokeh đẹp và các đốm sáng hình bầu dục được tái hiện sống động. Phần đầu trước tương thích với matte box 95mm. Độ bão hòa màu: khôi phục màu sắc thuần cổ điển. Hiệu suất quang học nhất quán: thiết kế đặc tính và vị trí bánh răng đồng nhất.,PL-mount,https://viltrox.com/products/viltrox-epic-anamorphic-100mm-t2-0-1-33x-cine-lens-pl-e-l-mount
"""",Viltrox AF 20mm F2.8 Air Full-Frame Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$176.00,"Viltrox AF 20mm F2.8 là một ống kính lấy nét tự động được thiết kế cho các mẫu máy ảnh ngàm Sony E / ngàm Nikon Z. Với 10 thấu kính trong 8 nhóm, sản phẩm mang lại hiệu suất quang học vượt trội. Khoảng cách lấy nét tối thiểu khoảng 0.19m cho phép chụp cận cảnh đẹp mắt. Động cơ lấy nét STM hoạt động êm ái có thể kiểm soát chính xác vị trí di chuyển và mang lại khả năng lấy nét chính xác, mượt mà. Lựa chọn tuyệt vời cho chụp chân dung, phong cảnh, cận cảnh và vlog!","AF, Air, Full Frame, Z-mount",https://viltrox.com/products/viltrox-af-20mm-f2-8-full-frame-lens-for-nikon-z-mount
"""",Viltrox AF 16mm F1.8 Full-Frame Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$580.00,"Ống kính Viltrox AF 16mm F1.8 lý tưởng cho máy ảnh, sở hữu 15 thấu kính trong 12 nhóm. Với khoảng cách lấy nét gần 0.27m và vô cực, công nghệ động cơ lấy nét STM không gây tiếng ồn đảm bảo chuyển động chính xác và khả năng lấy nét mượt mà.","AF, Full Frame, Z-mount",https://viltrox.com/products/viltrox-af-16mm-f1-8-z
"""",Viltrox EPIC 35mm T2.0 1.33X PL Full-Frame Anamorphic Cine Lens,Viltrox,Ống kính điện ảnh,$3299.00,Khẩu độ cố định T2.0. Tỷ lệ nén cố định 1.33X: đảm bảo độ méo hình ảnh nhất quán từ xa đến gần. Hiệu ứng bokeh đẹp và các đốm sáng hình bầu dục được tái hiện sống động. Phần đầu tương thích với matte box 95mm. Độ bão hòa màu: khôi phục màu sắc nguyên bản theo phong cách retro. Hiệu suất quang học ổn định: thiết kế đặc tính và vị trí bánh răng đồng nhất.,PL-mount,https://viltrox.com/products/epic-35mm-t2-0-1-33x-pl
"""",Viltrox EPIC 75mm T2.0 1.33X PL Full-Frame Anamorphic Cine Lens,Viltrox,Ống kính điện ảnh,$3299.00,· Khẩu độ cố định T2.0. · Tỷ lệ nén cố định 1.33X: đảm bảo độ méo hình ảnh nhất quán từ xa đến gần. · Hiệu ứng bokeh đẹp mắt và các điểm sáng hình bầu dục được tái hiện sống động. · Phần đầu trước tương thích với matte box 95mm. · Độ bão hòa màu: khôi phục màu sắc nguyên bản theo phong cách retro. · Hiệu suất quang học ổn định: thiết kế đặc tính đồng nhất và vị trí bánh răng nhất quán.,PL-mount,https://viltrox.com/products/viltrox-epic-anamorphic-75mm-t2-0-1-33x-cine-lens-pl-mount
"""",Viltrox EPIC 50mm T2.0 1.33X PL Full-Frame Anamorphic Cine Lens,Viltrox,Ống kính điện ảnh,$3299.00,"· Góc nhìn gần gũi với con người, tập trung vào cảm xúc Tiêu cự tiêu chuẩn này phản ánh gần với trường nhìn tự nhiên, rất phù hợp cho các cảnh tập trung vào nhân vật và bố cục giàu biểu cảm. · Khẩu độ T2.0, khả năng kiểm soát biểu đạt Mang lại khả năng tách chủ thể mượt mà với độ chi tiết tinh tế, tạo nên sắc thái cảm xúc qua chuyển tiếp ánh sáng và chiều sâu. · Tỷ lệ bóp nén 1.33X cố định, tỉ lệ chân thực Duy trì tỷ lệ hình ảnh ổn định từ gần đến xa, tránh méo khuôn mặt thường gặp trong các cảnh anamorphic. · Tái tạo màu sắc cổ điển thuần khiết Mềm mại nhưng sống động, tái hiện tông da với sự ấm áp tự nhiên và đạt độ chính xác màu sắc điện ảnh tinh tế. · Ba kiểu flare, dấu ấn biểu cảm Lựa chọn giữa flare Clean, Silver hoặc Blue để phù hợp với tông hình ảnh của bạn — từ tối giản hiện đại đến điện ảnh cổ điển. · Tích hợp hệ thống liền mạch Thiết kế màu sắc và bánh răng đồng nhất trên toàn bộ dòng EPIC giúp việc thay ống kính và cân chỉnh hậu kỳ trở nên dễ dàng.",PL-mount,https://viltrox.com/products/viltrox-epic-anamorphic-50mm-t2-0-1-33x-cine-lens-pl-mount-1
"""",Viltrox ZMOVE Series Cine Lens Diopters Set,Viltrox,bộ chuyển đổi ống kính,$2599.00,"Một kính lọc diopter cho ống kính điện ảnh đạt chuẩn chuyên nghiệp, có thể tăng hiệu quả độ phóng đại của ống kính điện ảnh và giảm khoảng cách lấy nét tối thiểu của ống kính.",Diopters,https://viltrox.com/products/viltrox-cinema-lens-diopters-set
"""",Viltrox AF F1.8 Full-Frame Lenses Kit for Sony E-Mount With Protective Case,Viltrox,ống kính máy ảnh,$2999.00,"Các tiêu cự đa dụng (16mm, 24mm, 28mm, 35mm, 50mm, 85mm) đáp ứng nhiều nhu cầu chụp khác nhau. Khẩu độ F1.8 nhanh cho hiệu ứng bokeh ấn tượng và hiệu năng chụp thiếu sáng tốt. Chất lượng hình ảnh vượt trội với chi tiết sắc nét và màu sắc sống động. Thân ống kính bằng kim loại toàn phần bền bỉ, nhẹ. Hộp đựng bảo vệ giúp cất giữ và mang theo an toàn, tiện lợi.","AF, E-mount, FE-mount, Full Frame",https://viltrox.com/products/viltrox-af-e-mount-f1-8-full-frame-lenses-kit-protective-case
"""",Viltrox EPIC 25mm/35mm/50mm/75mm/100mm 1.33X PL Full-Frame Anamorphic Cine Lens Set,Viltrox,Ống kính điện ảnh,$17299.00,Khẩu độ cố định T2.0. Tỷ lệ nén cố định 1.33X: Đảm bảo độ méo hình ảnh nhất quán từ xa đến gần. Hiệu ứng bokeh đẹp và các điểm sáng hình bầu dục được tái hiện sống động. Phần đầu tương thích với matte box 95mm. Độ bão hòa màu: Khôi phục màu sắc thuần cổ điển. Hiệu suất quang học nhất quán: Thiết kế đặc tính và vị trí bánh răng đồng nhất.,PL-mount,https://viltrox.com/products/epic-t2-0-1-33x-pl-set
"""",Viltrox RB-V12 Magnetic Portable RGB LED Light,Viltrox,Đèn LED quay video,$69.99,"Tấm đèn ánh sáng mềm chất lượng cao. Thiết kế nam châm, hỗ trợ lắp đặt bằng cách hút bám trên bề mặt. Nhẹ và di động, 108 hạt LED, công suất 12W. Hệ thống tản nhiệt hiệu quả. 26 hiệu ứng FX, điều chỉnh nhiệt độ màu 2500K-8500K. Lý tưởng cho chụp ảnh chân dung. Hỗ trợ cấp nguồn cho điện thoại di động và sạc nhanh.","Pocket Light Series, RGB Light Series",https://viltrox.com/products/rb-v12-magnetic-portable-rgb-led-pocket-light
"""",Viltrox P12 LED Pixel Light Stick,Viltrox Store,Đèn video LED,$85.99,"Chiếu sáng full-color cấp độ pixel: P12 có 12 vùng pixel độc lập để kiểm soát màu sắc chính xác và tạo hiệu ứng thị giác phong phú. Hiệu ứng chiếu sáng cảnh FX/PX: Tạo nhiều hiệu ứng ánh sáng động như chuyển mờ, nhấp nháy, xung và các kiểu chạy sáng. Công suất cao và độ chính xác màu sắc: Với 144 LED chất lượng cao và chỉ số CRI cao RA≥95, P12 mang đến ánh sáng mạnh, đều và tái tạo màu sắc chính xác. Điều chỉnh màu toàn dải 360°: Chọn từ 36.000 màu và điều chỉnh sắc độ, độ bão hòa và độ sáng để tạo ánh sáng hoàn hảo cho nhu cầu của bạn. Dải nhiệt độ ánh sáng hai màu rộng: Dễ dàng chuyển đổi giữa 2500K và 8500K để phù hợp với phong cách quay chụp của bạn. Điều khiển không dây qua ứng dụng Viltrox Link: Sử dụng ứng dụng Viltrox Link để điều khiển mọi khía cạnh của đèn, bao gồm màu sắc, độ sáng, tốc độ, hướng và hướng lặp. Nhẹ và di động: P12 có thiết kế nhỏ gọn và trọng lượng nhẹ, giúp bạn dễ dàng mang theo và sử dụng khi di chuyển.","Light stick, RGB Light Series",https://viltrox.com/products/p12-rgb-led-pixel-light-stick
"""",Viltrox DC-V1 HD 5.5 Inch Portable White Camera Monitor,Viltrox,Màn hình máy ảnh,$138.00,"Nhẹ & di động: Siêu nhẹ chỉ 280g, dễ dàng mang theo. Màn hình IPS Full HD: Màn hình IPS FHD 1080P 5.5 inch mang đến màu sắc chân thực và góc nhìn rộng 160°. Độ chính xác lấy nét cao: Ghi lại các điểm quan trọng với độ chính xác để cho hình ảnh sắc nét, chất lượng cao. Công cụ giám sát toàn diện: Các công cụ nâng cao như waveform và 3D LUT cho khả năng kiểm soát chính xác và chỉnh màu theo thời gian thực. Trải nghiệm người dùng có thể tùy chỉnh: Màn hình cảm ứng trực quan và các phím tắt lập trình được giúp vận hành hiệu quả. Kết nối linh hoạt và độ bền cao: Ngõ vào HDMI 4K 30, dễ dàng tích hợp với nhiều thiết bị khác nhau.",Monitor,https://viltrox.com/products/dc-v1-5_5-inch-portable-hd-white-camera-monitor
"""",Viltrox AF 56mm F1.7 Air APS-C Lens for Sony E-mount,Viltrox,ống kính máy ảnh,$180.00,"Nhẹ và dễ mang theo: Thiết kế siêu nhẹ 170g, dễ dàng mang theo mọi lúc mọi nơi, lý tưởng cho du lịch và chụp ảnh đường phố. Hiệu suất quang học tiên tiến: Khẩu độ 56mm F1.7, 9 nhóm, 11 thấu kính, với 4 ED và 3 thấu kính chiết suất cao cho hình ảnh sắc nét, rõ ràng và bokeh đẹp. Lấy nét tự động nhanh và êm: Động cơ STM đảm bảo lấy nét nhanh, yên tĩnh; ngay cả người mới bắt đầu cũng có thể dễ dàng chụp được những bức ảnh chính xác. Bền bỉ và đáng tin cậy: Lớp phủ chống nước và chống bám bẩn trên thấu kính trước, ngàm kim loại chắc chắn, được thiết kế để chịu được việc sử dụng hằng ngày và các môi trường khắc nghiệt. Tương thích linh hoạt: Đường kính 52mm hỗ trợ các bộ lọc tiêu chuẩn; giao diện Type-C cho phép cập nhật firmware dễ dàng để giữ cho ống kính hoạt động với hiệu suất tốt nhất. Tối ưu cho video: Hạn chế tối đa hiện tượng focus breathing, thiết kế lấy nét bên trong và hiệu suất ổn định khiến đây trở thành lựa chọn đáng tin cậy cho các nhà sáng tạo nội dung.","AF, Air, APS-C, E-mount",https://viltrox.com/products/af-56mm-f1-7-aps-c-lens-for-sony-e-mount
"""",Viltrox AF 40mm F2.5 Air Full-Frame Lens for Sony E-mount,Viltrox,ống kính máy ảnh,$168.00,"Nhẹ và di động: Với thiết kế siêu nhẹ 167g, sản phẩm dễ dàng mang theo mọi lúc mọi nơi, rất lý tưởng cho du lịch và chụp ảnh đường phố. Hiệu suất quang học tiên tiến: Sở hữu khẩu độ F2.5, 10 thấu kính trong 6 nhóm, bao gồm 1 thấu kính ED, 3 thấu kính HR và 1 thấu kính phi cầu, cho hình ảnh sắc nét, rõ ràng với hiệu ứng bokeh đẹp mắt. Lấy nét tự động nhanh và êm: Động cơ STM đảm bảo lấy nét nhanh, yên tĩnh, giúp cả người mới bắt đầu cũng có thể chụp chính xác một cách dễ dàng. Bền bỉ và đáng tin cậy: Động cơ STM đảm bảo lấy nét nhanh, yên tĩnh, giúp cả người mới bắt đầu cũng có thể chụp chính xác một cách dễ dàng. Tương thích linh hoạt: Giữ nguyên toàn bộ thông tin chụp với dữ liệu EXIF; giao diện Type-C cho phép cập nhật firmware dễ dàng, đảm bảo ống kính của bạn luôn hoạt động tốt nhất. Phù hợp với mọi bối cảnh: Hoàn hảo cho chụp chân dung, phong cảnh và ảnh đường phố, tiêu cự 40mm mang lại góc nhìn tương tự như những gì bạn thấy bằng mắt thường.","AF, Air, E-mount, FE-mount, Full Frame",https://viltrox.com/products/af-40mm-f2-5-full-frame-lens-for-sony-fe-mount
"""",Viltrox AF 28mm F4.5 Full-Frame Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$99.00,"Siêu nhẹ và mỏng: Chỉ nặng 60g và có kích thước 15.3mm, khiến đây trở thành ống kính Viltrox nhẹ và mỏng nhất, lý tưởng để chụp ảnh linh hoạt khi di chuyển. Lấy nét tự động hiệu quả: Thiết kế nhỏ gọn với khả năng lấy nét tự động chính xác, đảm bảo chụp nhanh và dễ dàng mà không cần thiết lập phức tạp. Tương thích full-frame: Thiết kế nhỏ gọn nhưng mạnh mẽ, phù hợp với nhiều dòng máy ảnh full-frame. Thiết kế nắp trượt sáng tạo: Cần gạt trượt biến nắp thành một ống kính, bảo vệ khỏi bụi bẩn đồng thời tăng thêm sự thú vị cho trải nghiệm chụp ảnh của bạn. Chất lượng hình ảnh vượt trội: Cấu trúc 6 thấu kính trong 6 nhóm với 2 thấu kính ED và 2 thấu kính phi cầu mang lại hình ảnh sắc nét, màu sắc sống động và hiệu ứng ngôi sao ấn tượng.","AF, E-mount, FE-mount, Full Frame",https://viltrox.com/products/28mm-f4-5-fe
"""",Viltrox AF 135mm F1.8 LAB Full-Frame Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$899.00,"Độ phân giải vượt trội Duy trì độ sắc nét từ tâm đến rìa trên toàn dải tiêu cự, ghi lại các chi tiết tinh xảo ngay cả ở khẩu độ tối đa. Lấy nét tự động hiệu quả Trang bị động cơ HyperVCM đã được cấp bằng sáng chế cho khả năng lấy nét tự động nhanh, chính xác và êm ái, hoàn hảo để ghi lại những khoảnh khắc thoáng qua. Khẩu độ F1.8 & bokeh mơ màng Khẩu độ 11 lá tạo hiệu ứng bokeh hậu cảnh mềm mại, đẹp mắt, với độ rõ nét tuyệt vời trong điều kiện thiếu sáng. Tính năng điều khiển chuyên nghiệp Bao gồm bộ giới hạn lấy nét, hai nút Fn tùy chỉnh và vòng đa chức năng cho khả năng điều chỉnh linh hoạt. Thiết kế bền bỉ và chắc chắn Thấu kính trước phủ đa lớp có khả năng chống bụi, tia nước, vết bẩn và nước, được chế tạo để hoạt động trong mọi điều kiện môi trường.","AF, E-mount, FE-mount, Full Frame, LAB",https://viltrox.com/products/af-135mm-f1-8-lab-fe
"""",Viltrox Ultra-slim MC UV / Protection Filter,Viltrox Store,Bộ lọc UV,$45.00,"""",UV Filter,https://viltrox.com/products/viltrox-ultra-slim-mc-uv-protection-filter
"""",Viltrox AF 35mm F1.7 Air APS-C Lens for Fujifilm X-Mount,Viltrox,ống kính máy ảnh,$179.00,"Ống kính prime APS-C 35mm (tương đương 53mm full-frame). Khẩu độ F1.7 sáng cho bokeh mềm và độ rõ nét trong điều kiện thiếu sáng. Quang học chính xác: 11/9 thấu kính (1 ED, 2 HR, 1 phi cầu). Lấy nét tự động STM nhanh, chính xác cho ảnh và video. Thiết kế nhỏ gọn 170g, cầm nắm thoải mái. Ren lọc 52mm và cổng nâng cấp firmware USB-C.","AF, Air, APS-C, X-mount",https://viltrox.com/products/viltrox-af-35mm-f1-7-aps-c-lens-for-fujifilm-x-mount
"""",Viltrox AF 35mm F1.7 Air APS-C Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$179.00,"Khẩu độ lớn F1.7: Mang lại hiệu ứng bokeh mơ màng và hoạt động xuất sắc trong điều kiện thiếu sáng. Thiết kế nhẹ: Nhỏ gọn và dễ mang theo, chỉ 170g, hoàn hảo cho việc chụp ảnh khi di chuyển. Tương thích APS-C: Tối ưu cho máy ảnh APS-C với tiêu cự quy đổi 53mm linh hoạt. Lấy nét tự động đáng tin cậy: Động cơ STM êm ái với tính năng phát hiện mắt và khuôn mặt để lấy nét nhanh, chính xác. Quang học chất lượng cao: Ống kính ED và lớp phủ nano đảm bảo hình ảnh sắc nét, sống động và chân thực.","AF, Air, APS-C, E-mount",https://viltrox.com/products/viltrox-af-35mm-f1-7-aps-c-lens-for-sony-e-mount
"""",Viltrox AF 35mm F1.7 Air APS-C Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$179.00,"Khẩu độ lớn F1.7: Tạo hiệu ứng bokeh mơ màng và hoạt động xuất sắc trong điều kiện thiếu sáng. Thiết kế nhẹ: Nhỏ gọn và dễ mang theo, chỉ 180g, hoàn hảo cho chụp ảnh khi di chuyển. Tương thích APS-C: Tối ưu cho máy ảnh APS-C, tiêu cự tương đương 53mm trên máy ảnh full-frame. Lấy nét tự động đáng tin cậy: Động cơ STM yên tĩnh với nhận diện mắt và khuôn mặt để lấy nét nhanh, chính xác. Quang học chất lượng cao: 1 thấu kính ED, 1 thấu kính phi cầu và 2 thấu kính chiết suất cao cùng lớp phủ nano đảm bảo hình ảnh sắc nét, sống động và chân thực.","AF, Air, APS-C, Z-mount",https://viltrox.com/products/viltrox-af-35mm-f1-7-aps-c-lens-for-nikon-z-mount
"""",Viltrox E-Z AF Lens Mount Adapter,Viltrox,bộ chuyển ngàm ống kính,$99.00,"Chuyển đổi ống kính liền mạch Cho phép sử dụng ống kính ngàm Sony E trên máy ảnh Nikon Z, phá bỏ rào cản hệ thống để thỏa sức sáng tạo không giới hạn. Hỗ trợ lấy nét tự động Cho phép lấy nét tự động nhanh và chính xác với ống kính ngàm Sony E trên máy ảnh Nikon Z, ghi lại mọi khoảnh khắc một cách dễ dàng. Điều khiển khẩu độ linh hoạt Hỗ trợ cả điều chỉnh khẩu độ qua máy ảnh và qua ống kính, mang lại tính linh hoạt cho nhiều tình huống chụp khác nhau. Truyền dữ liệu EXIF Chuyển các thông số chụp để lưu trữ hồ sơ đầy đủ, đơn giản hóa khâu hậu kỳ và chỉnh sửa. Tương thích chống rung Hỗ trợ chống rung từ ống kính hoặc thân máy để giảm rung lắc và đảm bảo hình ảnh ổn định, chất lượng cao.",mount adapter,https://viltrox.com/products/viltrox-e-z-af-lens-adapter
"""",Viltrox EF-DL AF Lens Mount Adapter,Viltrox,ngàm chuyển ống kính,$99.00,"Khả năng tương thích liền mạch với ống kính EF, được thiết kế cho DJI Ronin 4D, chuyển đổi hoàn hảo ống kính EF/EF-S, phá vỡ giới hạn ngàm để mở ra tiềm năng sáng tạo vô hạn. Các chế độ lấy nét linh hoạt hỗ trợ chế độ MF và các chế độ AF/AMF cho một số ống kính, mang đến khả năng kiểm soát lấy nét chính xác cho các cảnh quay động hoặc chi tiết. Kiểm soát ánh sáng vượt trội các ren hoàn thiện mờ giúp giảm phản xạ ánh sáng tán, đảm bảo chất lượng hình ảnh sạch và tinh tế. Tinh chỉnh lấy nét độc đáo các nút tăng và giảm cho phép điều chỉnh lấy nét thủ công chính xác ở chế độ AMF, tăng cường khả năng kiểm soát. Kết cấu bền bỉ được chế tạo từ hợp kim nhôm cao cấp và thép không gỉ, đảm bảo độ tin cậy và độ bền trong các điều kiện quay chụp khắt khe.",Speed Booster,https://viltrox.com/products/viltrox-ef-dl-af-lens-adapter
"""",Viltrox AF 28mm F4.5 Lens for Fujifilm X-Mount,Viltrox,ống kính máy ảnh,$99.00,"Siêu nhẹ và mỏng: Chỉ nặng 60g và dày chỉ 15.25mm, ống kính AF 28mm f/4.5 XF này được thiết kế để chụp ảnh dễ dàng mọi lúc mọi nơi cùng Fujifilm X-series của bạn. Lấy nét tự động hiệu quả: Thiết kế nhỏ gọn kết hợp với lấy nét tự động chính xác mang lại hiệu suất nhanh chóng, đáng tin cậy — hoàn hảo để ghi lại những khoảnh khắc bất chợt. Quang học Full-Frame, góc nhìn APS‑C: Được thiết kế với quang học full-frame, ống kính này cho tiêu cự quy đổi tương đương 42mm với cảm biến APS‑C của Fujifilm, mang đến góc nhìn cổ điển, tự nhiên với góc nhìn 52.07°. Thiết kế nắp trượt sáng tạo: Cần gạt trượt thông minh biến nắp ống kính thành nắp bảo vệ, giúp che chắn ống kính khỏi bụi bẩn đồng thời tăng thêm chút thú vị khi sử dụng. Chất lượng hình ảnh vượt trội: Với cấu tạo 6 thấu kính trong 6 nhóm, gồm 2 thấu kính ED và 2 thấu kính phi cầu, sản phẩm mang đến hình ảnh sắc nét, sống động cùng hiệu ứng tia sao ấn tượng, giúp nhiếp ảnh Fujifilm của bạn trở nên sống động.","AF, X-mount",https://viltrox.com/products/af-28mm-f4-5-x
"""",Viltrox K90 Light Stick Dual RGB Lights,Viltrox,Đèn video LED,$229.99,"Phổ màu đầy đủ với dải nhiệt độ màu có thể điều chỉnh từ 2500K-8500K. Điều khiển qua ứng dụng dễ dàng với độ sáng cao, ánh sáng mềm và nhiều hiệu ứng tích hợp sẵn. Công suất 30W, 448 đèn LED cao cấp, với quang thông tối đa lên đến 2300lm. Thiết kế di động với thời lượng pin 70 phút, hỗ trợ sạc nhanh PD/QC. Giá đỡ nam châm cho khả năng lắp đặt linh hoạt và các thiết kế chiếu sáng sáng tạo.","Light stick, RGB Light Series",https://viltrox.com/products/k90-rgb-light-stick
"""",Viltrox AF 25mm F1.7 Air APS-C Lens for Nikon Z-Mount,Viltrox,Ống kính máy ảnh,$176.00,"Khẩu độ lớn F1.7: Tạo hiệu ứng bokeh mơ màng và hoạt động xuất sắc trong điều kiện thiếu sáng. Thiết kế nhẹ: Gọn nhẹ và dễ mang theo, chỉ 180g, lý tưởng cho chụp ảnh khi di chuyển. Tương thích APS-C: Tối ưu cho máy ảnh APS-C, tiêu cự quy đổi 38mm cho máy ảnh full-frame. Lấy nét tự động đáng tin cậy: Động cơ STM êm ái với nhận diện mắt và khuôn mặt cho khả năng lấy nét nhanh, chính xác. Quang học chất lượng cao: 1 ED, 2 thấu kính phi cầu và 2 thấu kính chiết suất cao cùng lớp phủ nano giúp tạo ra hình ảnh sắc nét, sống động và chân thực.","AF, Air, APS-C, Z-mount",https://viltrox.com/products/af-25mm-f1-7-z
"""",Viltrox AF 25mm F1.7 Air APS-C Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$176.00,"Khẩu độ lớn F1.7: Mang đến hiệu ứng bokeh mơ màng và hoạt động xuất sắc trong điều kiện thiếu sáng. Thiết kế nhẹ: Nhỏ gọn và dễ mang theo, chỉ 170g, hoàn hảo cho chụp ảnh khi di chuyển. Tương thích APS-C: Được tối ưu cho máy ảnh APS-C với tiêu cự quy đổi linh hoạt tương đương 38mm. Lấy nét tự động đáng tin cậy: Động cơ STM yên tĩnh với khả năng phát hiện mắt và khuôn mặt, cho khả năng lấy nét nhanh và chính xác. Quang học chất lượng cao: Ống kính ED và lớp phủ nano đảm bảo hình ảnh sắc nét, sống động và chân thực.","AF, Air, APS-C, E-mount",https://viltrox.com/products/af-25mm-f1-7-e
"""",Viltrox AF 25mm F1.7 Air APS-C Lens for Fujifilm X-Mount,Viltrox,ống kính máy ảnh,$176.00,"Khẩu độ lớn F1.7: Mang lại hiệu ứng bokeh mơ màng và hoạt động उत्कृष्ट trong điều kiện thiếu sáng. Thiết kế nhẹ: Nhỏ gọn và dễ mang theo, chỉ 170g, lý tưởng cho chụp ảnh khi di chuyển. Tương thích APS-C: Tối ưu cho máy ảnh APS-C với tiêu cự quy đổi 38mm linh hoạt. Lấy nét tự động đáng tin cậy: Động cơ STM êm với khả năng phát hiện mắt và khuôn mặt để lấy nét nhanh, chính xác. Quang học chất lượng cao: Thấu kính ED và lớp phủ nano đảm bảo hình ảnh sắc nét, sống động và chân thực.","AF, Air, APS-C, X-mount",https://viltrox.com/products/af-25mm-f1-7-x
"""",Viltrox Camera Battery Charging Case Power Bank,Viltrox,Pin,$69.99,"Sản phẩm này không chứa pin 1. Bốn mẫu tương thích linh hoạt Có sẵn bốn mẫu để hỗ trợ nhiều loại pin máy ảnh khác nhau: BT-EL15 (Nikon EN-EL15), BT-W235 (Fujifilm NP-W235), BT-E6 (Canon LP-E6) và BT-FZ100 (Sony NP-FZ100). 2. Sạc nhanh hai chiều 30W Sạc nhanh thiết bị của bạn với sạc nhanh USB-C PD 30W, sạc đầy hộp chỉ trong 80 phút, mang lại sự tiện lợi tối đa. 3. Dung lượng 5500mAh Dung lượng pin mạnh mẽ 5500mAh (40.7Wh) hỗ trợ sạc nhanh cho máy ảnh, điện thoại thông minh, máy tính bảng và các thiết bị khác, lý tưởng cho du lịch và chụp ngoài trời. 4. Màn hình LCD theo dõi thời gian thực Dễ dàng theo dõi tiến trình sạc với màn hình LCD tích hợp, cung cấp trạng thái pin rõ ràng và cập nhật cho tất cả thiết bị của bạn. 5. Thiết kế nhỏ gọn và di động Nhẹ, thời trang và tiện lợi khi mang theo, kèm túi đựng cao cấp giúp bảo vệ hộp sạc của bạn khỏi trầy xước.",battery,https://viltrox.com/products/camera-battery-charging-case
"""",Viltrox Raze AF Full-Frame Lens Set DL Mount For Ronin 4D,Viltrox,Ống kính điện ảnh,$3699.00,"Bộ ống kính Viltrox Raze, được thiết kế cho hệ thống máy ảnh Ronin 4D, sở hữu các ống kính autofocus full-frame ngàm DL với khẩu độ lớn F1.8, bao gồm các tiêu cự 16/24/28/35/50/85mm. Thiết kế ống kính nhẹ và nhỏ gọn giúp đơn giản hóa sự phức tạp nhưng vẫn thể hiện độ chính xác sắc nét. Sản phẩm tương thích liền mạch với hệ thống làm phim chuyên nghiệp của DJI, Ronin 4D, và tích hợp hoàn hảo với hệ sinh thái ngàm DL, ghi lại những cảnh quay sống động với chuyển động nhanh và chính xác.","Cine Lens, DL-mount",https://viltrox.com/products/af-full-frame-lens-set-dl-mount-for-ronin-4d
"""",Viltrox AF 135mm F1.8 LAB Full-Frame Lens for Nikon Z-mount,Viltrox,ống kính máy ảnh,$899.00,"Độ phân giải vượt trội Giữ độ sắc nét từ trung tâm đến rìa trên toàn dải tiêu cự, ghi lại các chi tiết tinh tế ngay cả ở khẩu độ tối đa. Lấy nét tự động hiệu quả Được trang bị động cơ HyperVCM đã được cấp bằng sáng chế cho khả năng lấy nét tự động nhanh, chính xác và êm ái, hoàn hảo để ghi lại những khoảnh khắc thoáng qua. Khẩu độ F1.8 & bokeh mơ màng Khẩu độ 11 lá tạo hiệu ứng bokeh hậu cảnh mềm mại, đẹp mắt, với độ rõ nét tuyệt vời trong điều kiện thiếu sáng. Tính năng điều khiển chuyên nghiệp Bao gồm bộ giới hạn lấy nét, hai nút Fn có thể tùy chỉnh và vòng đa chức năng để điều chỉnh linh hoạt. Thiết kế bền bỉ và chắc chắn Thấu kính trước phủ nhiều lớp giúp chống bụi, nước bắn, vết bẩn và nước, được chế tạo để hoạt động trong mọi điều kiện môi trường.","AF, Full Frame, LAB, Z-mount",https://viltrox.com/products/af-135mm-f1-8-lab-z
